asset_id,kind,file,origin,tool,licence,notes
enemy/powder_rat/attack/0,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat/attack/0,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat/attack/1,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat/attack/1,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat/attack/2,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat/attack/2,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat/attack/3,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat/attack/3,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat/charge/0,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat/charge/0,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat/charge/1,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat/charge/1,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat/charge/2,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat/charge/2,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat/charge/3,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat/charge/3,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat/death/0,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat/death/0,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat/death/1,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat/death/1,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat/death/2,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat/death/2,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat/death/3,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat/death/3,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat/death/4,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat/death/4,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat/fuse/0,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat/fuse/0,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat/fuse/1,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat/fuse/1,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat/fuse/2,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat/fuse/2,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat/fuse/3,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat/fuse/3,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat/walk/0,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat/walk/0,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat/walk/1,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat/walk/1,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat/walk/2,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat/walk/2,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat/walk/3,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat/walk/3,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat_elite/attack/0,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat_elite/attack/0,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat_elite/attack/1,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat_elite/attack/1,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat_elite/attack/2,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat_elite/attack/2,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat_elite/attack/3,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat_elite/attack/3,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat_elite/charge/0,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat_elite/charge/0,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat_elite/charge/1,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat_elite/charge/1,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat_elite/charge/2,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat_elite/charge/2,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat_elite/charge/3,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat_elite/charge/3,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat_elite/death/0,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat_elite/death/0,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat_elite/death/1,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat_elite/death/1,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat_elite/death/2,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat_elite/death/2,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat_elite/death/3,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat_elite/death/3,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat_elite/death/4,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat_elite/death/4,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat_elite/fuse/0,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat_elite/fuse/0,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat_elite/fuse/1,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat_elite/fuse/1,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat_elite/fuse/2,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat_elite/fuse/2,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat_elite/fuse/3,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat_elite/fuse/3,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat_elite/walk/0,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat_elite/walk/0,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat_elite/walk/1,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat_elite/walk/1,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat_elite/walk/2,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat_elite/walk/2,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/powder_rat_elite/walk/3,sprite,Art/Resources/ECArt/enemies.png#enemy/powder_rat_elite/walk/3,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/rat_raider/attack/0,sprite,Art/Resources/ECArt/enemies.png#enemy/rat_raider/attack/0,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/rat_raider/attack/1,sprite,Art/Resources/ECArt/enemies.png#enemy/rat_raider/attack/1,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/rat_raider/attack/2,sprite,Art/Resources/ECArt/enemies.png#enemy/rat_raider/attack/2,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/rat_raider/attack/3,sprite,Art/Resources/ECArt/enemies.png#enemy/rat_raider/attack/3,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/rat_raider/death/0,sprite,Art/Resources/ECArt/enemies.png#enemy/rat_raider/death/0,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/rat_raider/death/1,sprite,Art/Resources/ECArt/enemies.png#enemy/rat_raider/death/1,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/rat_raider/death/2,sprite,Art/Resources/ECArt/enemies.png#enemy/rat_raider/death/2,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/rat_raider/death/3,sprite,Art/Resources/ECArt/enemies.png#enemy/rat_raider/death/3,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/rat_raider/death/4,sprite,Art/Resources/ECArt/enemies.png#enemy/rat_raider/death/4,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/rat_raider/walk/0,sprite,Art/Resources/ECArt/enemies.png#enemy/rat_raider/walk/0,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/rat_raider/walk/1,sprite,Art/Resources/ECArt/enemies.png#enemy/rat_raider/walk/1,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/rat_raider/walk/2,sprite,Art/Resources/ECArt/enemies.png#enemy/rat_raider/walk/2,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/rat_raider/walk/3,sprite,Art/Resources/ECArt/enemies.png#enemy/rat_raider/walk/3,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/rat_raider_elite/attack/0,sprite,Art/Resources/ECArt/enemies.png#enemy/rat_raider_elite/attack/0,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/rat_raider_elite/attack/1,sprite,Art/Resources/ECArt/enemies.png#enemy/rat_raider_elite/attack/1,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/rat_raider_elite/attack/2,sprite,Art/Resources/ECArt/enemies.png#enemy/rat_raider_elite/attack/2,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/rat_raider_elite/attack/3,sprite,Art/Resources/ECArt/enemies.png#enemy/rat_raider_elite/attack/3,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/rat_raider_elite/death/0,sprite,Art/Resources/ECArt/enemies.png#enemy/rat_raider_elite/death/0,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/rat_raider_elite/death/1,sprite,Art/Resources/ECArt/enemies.png#enemy/rat_raider_elite/death/1,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/rat_raider_elite/death/2,sprite,Art/Resources/ECArt/enemies.png#enemy/rat_raider_elite/death/2,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/rat_raider_elite/death/3,sprite,Art/Resources/ECArt/enemies.png#enemy/rat_raider_elite/death/3,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/rat_raider_elite/death/4,sprite,Art/Resources/ECArt/enemies.png#enemy/rat_raider_elite/death/4,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/rat_raider_elite/walk/0,sprite,Art/Resources/ECArt/enemies.png#enemy/rat_raider_elite/walk/0,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/rat_raider_elite/walk/1,sprite,Art/Resources/ECArt/enemies.png#enemy/rat_raider_elite/walk/1,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/rat_raider_elite/walk/2,sprite,Art/Resources/ECArt/enemies.png#enemy/rat_raider_elite/walk/2,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/rat_raider_elite/walk/3,sprite,Art/Resources/ECArt/enemies.png#enemy/rat_raider_elite/walk/3,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/shield_guard/attack/0,sprite,Art/Resources/ECArt/enemies.png#enemy/shield_guard/attack/0,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/shield_guard/attack/1,sprite,Art/Resources/ECArt/enemies.png#enemy/shield_guard/attack/1,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/shield_guard/attack/2,sprite,Art/Resources/ECArt/enemies.png#enemy/shield_guard/attack/2,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/shield_guard/attack/3,sprite,Art/Resources/ECArt/enemies.png#enemy/shield_guard/attack/3,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/shield_guard/death/0,sprite,Art/Resources/ECArt/enemies.png#enemy/shield_guard/death/0,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/shield_guard/death/1,sprite,Art/Resources/ECArt/enemies.png#enemy/shield_guard/death/1,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/shield_guard/death/2,sprite,Art/Resources/ECArt/enemies.png#enemy/shield_guard/death/2,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/shield_guard/death/3,sprite,Art/Resources/ECArt/enemies.png#enemy/shield_guard/death/3,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/shield_guard/death/4,sprite,Art/Resources/ECArt/enemies.png#enemy/shield_guard/death/4,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/shield_guard/walk/0,sprite,Art/Resources/ECArt/enemies.png#enemy/shield_guard/walk/0,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/shield_guard/walk/1,sprite,Art/Resources/ECArt/enemies.png#enemy/shield_guard/walk/1,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/shield_guard/walk/2,sprite,Art/Resources/ECArt/enemies.png#enemy/shield_guard/walk/2,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/shield_guard/walk/3,sprite,Art/Resources/ECArt/enemies.png#enemy/shield_guard/walk/3,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/shield_guard_elite/attack/0,sprite,Art/Resources/ECArt/enemies.png#enemy/shield_guard_elite/attack/0,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/shield_guard_elite/attack/1,sprite,Art/Resources/ECArt/enemies.png#enemy/shield_guard_elite/attack/1,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/shield_guard_elite/attack/2,sprite,Art/Resources/ECArt/enemies.png#enemy/shield_guard_elite/attack/2,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/shield_guard_elite/attack/3,sprite,Art/Resources/ECArt/enemies.png#enemy/shield_guard_elite/attack/3,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/shield_guard_elite/death/0,sprite,Art/Resources/ECArt/enemies.png#enemy/shield_guard_elite/death/0,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/shield_guard_elite/death/1,sprite,Art/Resources/ECArt/enemies.png#enemy/shield_guard_elite/death/1,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/shield_guard_elite/death/2,sprite,Art/Resources/ECArt/enemies.png#enemy/shield_guard_elite/death/2,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/shield_guard_elite/death/3,sprite,Art/Resources/ECArt/enemies.png#enemy/shield_guard_elite/death/3,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/shield_guard_elite/death/4,sprite,Art/Resources/ECArt/enemies.png#enemy/shield_guard_elite/death/4,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/shield_guard_elite/walk/0,sprite,Art/Resources/ECArt/enemies.png#enemy/shield_guard_elite/walk/0,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/shield_guard_elite/walk/1,sprite,Art/Resources/ECArt/enemies.png#enemy/shield_guard_elite/walk/1,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/shield_guard_elite/walk/2,sprite,Art/Resources/ECArt/enemies.png#enemy/shield_guard_elite/walk/2,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
enemy/shield_guard_elite/walk/3,sprite,Art/Resources/ECArt/enemies.png#enemy/shield_guard_elite/walk/3,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
env/gravewood/ground,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/ground,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/gravewood/path/0,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/path/0,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/gravewood/path/1,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/path/1,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/gravewood/path/2,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/path/2,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/gravewood/path/3,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/path/3,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/gravewood/prop/bush_a,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/prop/bush_a,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/gravewood/prop/bush_b,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/prop/bush_b,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/gravewood/prop/grass_a,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/prop/grass_a,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/gravewood/prop/grass_b,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/prop/grass_b,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/gravewood/prop/grass_c,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/prop/grass_c,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/gravewood/prop/grave_a,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/prop/grave_a,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/gravewood/prop/grave_b,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/prop/grave_b,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/gravewood/prop/grave_c,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/prop/grave_c,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/gravewood/prop/grave_d,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/prop/grave_d,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/gravewood/prop/lantern_post,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/prop/lantern_post,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/gravewood/prop/mushroom_a,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/prop/mushroom_a,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/gravewood/prop/mushroom_b,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/prop/mushroom_b,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/gravewood/prop/rock_a,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/prop/rock_a,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/gravewood/prop/rock_b,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/prop/rock_b,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/gravewood/prop/stump,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/prop/stump,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/gravewood/prop/tree_dead_a,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/prop/tree_dead_a,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/gravewood/prop/tree_dead_b,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/prop/tree_dead_b,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/gravewood/prop/tree_dead_c,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/prop/tree_dead_c,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/gravewood/prop/wall_broken_a,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/prop/wall_broken_a,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/gravewood/prop/wall_broken_b,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/prop/wall_broken_b,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/gravewood/prop/wall_broken_c,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/prop/wall_broken_c,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/gravewood/vignette,sprite,Art/Resources/ECArt/env_gravewood.png#env/gravewood/vignette,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/moonfall/ground,sprite,Art/Resources/ECArt/env_moonfall.png#env/moonfall/ground,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/moonfall/path/0,sprite,Art/Resources/ECArt/env_moonfall.png#env/moonfall/path/0,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/moonfall/path/1,sprite,Art/Resources/ECArt/env_moonfall.png#env/moonfall/path/1,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/moonfall/path/2,sprite,Art/Resources/ECArt/env_moonfall.png#env/moonfall/path/2,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/moonfall/path/3,sprite,Art/Resources/ECArt/env_moonfall.png#env/moonfall/path/3,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/moonfall/prop/banner_torn,sprite,Art/Resources/ECArt/env_moonfall.png#env/moonfall/prop/banner_torn,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/moonfall/prop/brazier,sprite,Art/Resources/ECArt/env_moonfall.png#env/moonfall/prop/brazier,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/moonfall/prop/cat_statue_a,sprite,Art/Resources/ECArt/env_moonfall.png#env/moonfall/prop/cat_statue_a,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/moonfall/prop/cat_statue_b,sprite,Art/Resources/ECArt/env_moonfall.png#env/moonfall/prop/cat_statue_b,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/moonfall/prop/crystal_a,sprite,Art/Resources/ECArt/env_moonfall.png#env/moonfall/prop/crystal_a,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/moonfall/prop/crystal_b,sprite,Art/Resources/ECArt/env_moonfall.png#env/moonfall/prop/crystal_b,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/moonfall/prop/grass_a,sprite,Art/Resources/ECArt/env_moonfall.png#env/moonfall/prop/grass_a,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/moonfall/prop/grass_b,sprite,Art/Resources/ECArt/env_moonfall.png#env/moonfall/prop/grass_b,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/moonfall/prop/pillar_a,sprite,Art/Resources/ECArt/env_moonfall.png#env/moonfall/prop/pillar_a,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/moonfall/prop/pillar_b,sprite,Art/Resources/ECArt/env_moonfall.png#env/moonfall/prop/pillar_b,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/moonfall/prop/pillar_c,sprite,Art/Resources/ECArt/env_moonfall.png#env/moonfall/prop/pillar_c,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/moonfall/prop/puddle,sprite,Art/Resources/ECArt/env_moonfall.png#env/moonfall/prop/puddle,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/moonfall/prop/rubble_a,sprite,Art/Resources/ECArt/env_moonfall.png#env/moonfall/prop/rubble_a,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/moonfall/prop/rubble_b,sprite,Art/Resources/ECArt/env_moonfall.png#env/moonfall/prop/rubble_b,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/moonfall/prop/rubble_c,sprite,Art/Resources/ECArt/env_moonfall.png#env/moonfall/prop/rubble_c,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
env/moonfall/vignette,sprite,Art/Resources/ECArt/env_moonfall.png#env/moonfall/vignette,"original, generated",Tools/art/gen_env.py:build,project-owned (original),
fx/arc_storm_strike/0,sprite,Art/Resources/ECArt/fx.png#fx/arc_storm_strike/0,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
fx/arc_storm_strike/1,sprite,Art/Resources/ECArt/fx.png#fx/arc_storm_strike/1,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
fx/arc_storm_strike/2,sprite,Art/Resources/ECArt/fx.png#fx/arc_storm_strike/2,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
fx/arc_storm_strike/3,sprite,Art/Resources/ECArt/fx.png#fx/arc_storm_strike/3,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
fx/arc_storm_strike/4,sprite,Art/Resources/ECArt/fx.png#fx/arc_storm_strike/4,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
fx/arc_storm_strike/5,sprite,Art/Resources/ECArt/fx.png#fx/arc_storm_strike/5,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
fx/armour_break,sprite,Art/Resources/ECArt/fx.png#fx/armour_break,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
fx/arrow,sprite,Art/Resources/ECArt/fx.png#fx/arrow,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
fx/ballista_bolt,sprite,Art/Resources/ECArt/fx.png#fx/ballista_bolt,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
fx/barrier_ring/0,sprite,Art/Resources/ECArt/fx.png#fx/barrier_ring/0,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
fx/barrier_ring/1,sprite,Art/Resources/ECArt/fx.png#fx/barrier_ring/1,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
fx/barrier_ring/2,sprite,Art/Resources/ECArt/fx.png#fx/barrier_ring/2,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
fx/barrier_ring/3,sprite,Art/Resources/ECArt/fx.png#fx/barrier_ring/3,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
fx/bleed/0,sprite,Art/Resources/ECArt/fx.png#fx/bleed/0,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
fx/bleed/1,sprite,Art/Resources/ECArt/fx.png#fx/bleed/1,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
fx/bleed/2,sprite,Art/Resources/ECArt/fx.png#fx/bleed/2,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
fx/bleed/3,sprite,Art/Resources/ECArt/fx.png#fx/bleed/3,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
fx/boss_aura/0,sprite,Art/Resources/ECArt/fx.png#fx/boss_aura/0,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
fx/boss_aura/1,sprite,Art/Resources/ECArt/fx.png#fx/boss_aura/1,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
fx/burn/0,sprite,Art/Resources/ECArt/fx.png#fx/burn/0,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
fx/burn/1,sprite,Art/Resources/ECArt/fx.png#fx/burn/1,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
fx/burn/2,sprite,Art/Resources/ECArt/fx.png#fx/burn/2,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
fx/burn/3,sprite,Art/Resources/ECArt/fx.png#fx/burn/3,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
fx/chill,sprite,Art/Resources/ECArt/fx.png#fx/chill,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
fx/coin/0,sprite,Art/Resources/ECArt/fx.png#fx/coin/0,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
fx/coin/1,sprite,Art/Resources/ECArt/fx.png#fx/coin/1,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
fx/coin/2,sprite,Art/Resources/ECArt/fx.png#fx/coin/2,"original, generated",Tools/art/gen_fx.py:build,project-owned (original),
