asset_id,kind,file,origin,tool,licence,notes
hero/arc_light_cat/idle/5,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat/idle/5,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat/idle/6,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat/idle/6,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat/idle/7,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat/idle/7,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat/victory/0,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat/victory/0,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat/victory/1,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat/victory/1,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat/victory/2,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat/victory/2,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat/victory/3,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat/victory/3,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat/victory/4,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat/victory/4,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat/victory/5,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat/victory/5,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/attack/0,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/attack/0,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/attack/1,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/attack/1,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/attack/2,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/attack/2,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/attack/3,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/attack/3,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/attack/4,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/attack/4,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/cast/0,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/cast/0,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/cast/1,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/cast/1,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/cast/2,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/cast/2,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/cast/3,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/cast/3,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/cast/4,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/cast/4,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/cast/5,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/cast/5,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/cast/6,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/cast/6,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/cast/7,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/cast/7,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/defeat/0,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/defeat/0,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/defeat/1,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/defeat/1,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/defeat/2,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/defeat/2,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/defeat/3,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/defeat/3,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/defeat/4,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/defeat/4,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/defeat/5,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/defeat/5,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/hit/0,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/hit/0,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/hit/1,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/hit/1,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/hit/2,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/hit/2,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/idle/0,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/idle/0,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/idle/1,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/idle/1,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/idle/2,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/idle/2,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/idle/3,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/idle/3,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/idle/4,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/idle/4,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/idle/5,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/idle/5,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/idle/6,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/idle/6,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/idle/7,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/idle/7,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/victory/0,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/victory/0,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/victory/1,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/victory/1,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/victory/2,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/victory/2,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/victory/3,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/victory/3,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/victory/4,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/victory/4,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_ember/victory/5,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_ember/victory/5,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/attack/0,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/attack/0,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/attack/1,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/attack/1,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/attack/2,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/attack/2,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/attack/3,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/attack/3,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/attack/4,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/attack/4,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/cast/0,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/cast/0,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/cast/1,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/cast/1,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/cast/2,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/cast/2,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/cast/3,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/cast/3,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/cast/4,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/cast/4,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/cast/5,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/cast/5,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/cast/6,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/cast/6,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/cast/7,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/cast/7,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/defeat/0,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/defeat/0,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/defeat/1,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/defeat/1,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/defeat/2,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/defeat/2,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/defeat/3,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/defeat/3,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/defeat/4,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/defeat/4,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/defeat/5,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/defeat/5,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/hit/0,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/hit/0,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/hit/1,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/hit/1,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/hit/2,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/hit/2,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/idle/0,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/idle/0,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/idle/1,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/idle/1,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/idle/2,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/idle/2,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/idle/3,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/idle/3,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/idle/4,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/idle/4,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/idle/5,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/idle/5,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/idle/6,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/idle/6,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/idle/7,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/idle/7,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/victory/0,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/victory/0,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/victory/1,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/victory/1,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/victory/2,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/victory/2,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/victory/3,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/victory/3,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/victory/4,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/victory/4,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_frost/victory/5,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_frost/victory/5,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/attack/0,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/attack/0,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/attack/1,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/attack/1,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/attack/2,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/attack/2,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/attack/3,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/attack/3,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/attack/4,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/attack/4,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/cast/0,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/cast/0,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/cast/1,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/cast/1,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/cast/2,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/cast/2,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/cast/3,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/cast/3,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/cast/4,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/cast/4,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/cast/5,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/cast/5,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/cast/6,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/cast/6,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/cast/7,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/cast/7,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/defeat/0,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/defeat/0,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/defeat/1,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/defeat/1,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/defeat/2,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/defeat/2,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/defeat/3,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/defeat/3,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/defeat/4,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/defeat/4,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/defeat/5,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/defeat/5,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/hit/0,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/hit/0,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/hit/1,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/hit/1,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/hit/2,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/hit/2,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/idle/0,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/idle/0,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/idle/1,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/idle/1,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/idle/2,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/idle/2,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/idle/3,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/idle/3,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/idle/4,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/idle/4,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/idle/5,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/idle/5,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/idle/6,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/idle/6,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/idle/7,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/idle/7,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/victory/0,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/victory/0,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/victory/1,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/victory/1,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/victory/2,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/victory/2,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/victory/3,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/victory/3,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/victory/4,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/victory/4,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
hero/arc_light_cat_gilded/victory/5,sprite,Art/Resources/ECArt/hero.png#hero/arc_light_cat_gilded/victory/5,"original, generated",Tools/art/gen_hero.py:build,project-owned (original),
icon/ad,sprite,Art/Resources/ECArt/icons.png#icon/ad,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/arrow_left,sprite,Art/Resources/ECArt/icons.png#icon/arrow_left,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/arrow_right,sprite,Art/Resources/ECArt/icons.png#icon/arrow_right,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/back,sprite,Art/Resources/ECArt/icons.png#icon/back,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/bolt,sprite,Art/Resources/ECArt/icons.png#icon/bolt,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/bone,sprite,Art/Resources/ECArt/icons.png#icon/bone,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/boss,sprite,Art/Resources/ECArt/icons.png#icon/boss,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/calendar,sprite,Art/Resources/ECArt/icons.png#icon/calendar,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/chain,sprite,Art/Resources/ECArt/icons.png#icon/chain,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/check,sprite,Art/Resources/ECArt/icons.png#icon/check,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/clock,sprite,Art/Resources/ECArt/icons.png#icon/clock,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/close,sprite,Art/Resources/ECArt/icons.png#icon/close,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/cloud,sprite,Art/Resources/ECArt/icons.png#icon/cloud,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/crit,sprite,Art/Resources/ECArt/icons.png#icon/crit,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/crown,sprite,Art/Resources/ECArt/icons.png#icon/crown,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/enemy/bat_swarm,sprite,Art/Resources/ECArt/icons.png#icon/enemy/bat_swarm,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
icon/enemy/bell_priest,sprite,Art/Resources/ECArt/icons.png#icon/enemy/bell_priest,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
icon/enemy/crow_archer,sprite,Art/Resources/ECArt/icons.png#icon/enemy/crow_archer,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
icon/enemy/hound_runner,sprite,Art/Resources/ECArt/icons.png#icon/enemy/hound_runner,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
icon/enemy/iron_golem,sprite,Art/Resources/ECArt/icons.png#icon/enemy/iron_golem,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
icon/enemy/king_goldenfang,sprite,Art/Resources/ECArt/icons.png#icon/enemy/king_goldenfang,"original, generated",Tools/art/gen_bosses.py:build,project-owned (original),
icon/enemy/mother_carrion,sprite,Art/Resources/ECArt/icons.png#icon/enemy/mother_carrion,"original, generated",Tools/art/gen_bosses.py:build,project-owned (original),
icon/enemy/powder_rat,sprite,Art/Resources/ECArt/icons.png#icon/enemy/powder_rat,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
icon/enemy/rat_raider,sprite,Art/Resources/ECArt/icons.png#icon/enemy/rat_raider,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
icon/enemy/shield_guard,sprite,Art/Resources/ECArt/icons.png#icon/enemy/shield_guard,"original, generated",Tools/art/gen_enemies.py:build,project-owned (original),
icon/enemy/sir_barkhelm,sprite,Art/Resources/ECArt/icons.png#icon/enemy/sir_barkhelm,"original, generated",Tools/art/gen_bosses.py:build,project-owned (original),
icon/eye,sprite,Art/Resources/ECArt/icons.png#icon/eye,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/flag,sprite,Art/Resources/ECArt/icons.png#icon/flag,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/flame,sprite,Art/Resources/ECArt/icons.png#icon/flame,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/flash_off,sprite,Art/Resources/ECArt/icons.png#icon/flash_off,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/gift,sprite,Art/Resources/ECArt/icons.png#icon/gift,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/globe,sprite,Art/Resources/ECArt/icons.png#icon/globe,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/gravity,sprite,Art/Resources/ECArt/icons.png#icon/gravity,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/haste,sprite,Art/Resources/ECArt/icons.png#icon/haste,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/heart,sprite,Art/Resources/ECArt/icons.png#icon/heart,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/heart_plus,sprite,Art/Resources/ECArt/icons.png#icon/heart_plus,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/home,sprite,Art/Resources/ECArt/icons.png#icon/home,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/info,sprite,Art/Resources/ECArt/icons.png#icon/info,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/lantern,sprite,Art/Resources/ECArt/icons.png#icon/lantern,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/lock,sprite,Art/Resources/ECArt/icons.png#icon/lock,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/magnet,sprite,Art/Resources/ECArt/icons.png#icon/magnet,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/map,sprite,Art/Resources/ECArt/icons.png#icon/map,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/minus,sprite,Art/Resources/ECArt/icons.png#icon/minus,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/module/arc_coil,sprite,Art/Resources/ECArt/icons.png#icon/module/arc_coil,"original, generated",Tools/art/gen_stations.py:build,project-owned (original),
icon/module/bone_ballista,sprite,Art/Resources/ECArt/icons.png#icon/module/bone_ballista,"original, generated",Tools/art/gen_stations.py:build,project-owned (original),
icon/module/ember_maw,sprite,Art/Resources/ECArt/icons.png#icon/module/ember_maw,"original, generated",Tools/art/gen_stations.py:build,project-owned (original),
icon/module/frost_whisker,sprite,Art/Resources/ECArt/icons.png#icon/module/frost_whisker,"original, generated",Tools/art/gen_stations.py:build,project-owned (original),
icon/module/gravity_paw,sprite,Art/Resources/ECArt/icons.png#icon/module/gravity_paw,"original, generated",Tools/art/gen_stations.py:build,project-owned (original),
icon/module/ward_lantern,sprite,Art/Resources/ECArt/icons.png#icon/module/ward_lantern,"original, generated",Tools/art/gen_stations.py:build,project-owned (original),
icon/moon_gold,sprite,Art/Resources/ECArt/icons.png#icon/moon_gold,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
icon/music,sprite,Art/Resources/ECArt/icons.png#icon/music,"original, generated",Tools/art/gen_icons.py:build,project-owned (original),
